نام ژنریک	کد ژنریک
NITROFURANTOIN SUSPENSION ORAL 25 mg/5mL 80 mL	52089
NOREPINEPHRINE (AS BITARTRATE) INJECTION, SOLUTION, CONCENTRATE PARENTERAL 1 mg/1mL 20 mL	52091
IGM-ENRICHED HUMAN (IMMUNE GLOBULIN) INJECTION PARENTERAL 50 mg/1mL 100 mL	52092
AMINO ACID 10% WITH ELECTROLYTE INJECTION, SOLUTION INTRAVENOUS 5 mg/8.9 mg/8.56 mg/4.4 mg/4.7 mg/4.2 mg/1.6 mg/6.2 mg/11.5 mg/3 mg/10.5 mg/12 mg/5.6 mg/7.2 mg/5.5 mg/2.3 mg/0.4 mg/2.858 mg/0.36 mg/2.453 mg/0.508 mg/3.581 mg/1mL 500 mL	52095
METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.3 mL	52097
METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.4 mL	52098
METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.6 mL	52099
METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.8 mL	52100
ACLIDINIUM BROMIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 396 ug/11.8 ug/1{dose} 60 {dose}	52104
HAEMOPHILUS INFLUENZAE TYPE B INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 {dose} 0.5 mL	52106
RABIES VACCINE INJECTION, POWDER, FOR SUSPENSION PARENTERAL 2.5 [iU] 1 mL	52107
ATAZANAVIR (AS SULFATE) CAPSULE ORAL 200 mg	52110
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.15 mL	52117
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.2 mL	52118
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.3 mL	52119
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.4 mL	52120
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.5 mL	52122
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.6 mL	52123
DIPHTHERIA TOXOID / TETANUS TOXOID ADSORBED VACCINE (DT) (CHILDREN) INJECTION PARENTERAL 14 {dose} 7 mL	52139
PERITONEAL DIALYSIS V-I SOLUTION INTRAPERITONEAL 11.57 g/0.5145 g/0.2033 g/33 g/5.88 g/1000mL 2 L	52140
PERITONEAL DIALYSIS V-III SOLUTION INTRAPERITONEAL 11.57 g/0.5145 g/0.2033 g/93.5 g/5.88 g/1000mL 2 L	52141
PERITONEAL DIALYSIS V-II SOLUTION INTRAPERITONEAL 11.57 g/0.5145 g/0.2033 g/50 g/5.88 g/1000mL 2 L	52142
PIPERAZINE SYRUP ORAL 750 mg/5 mL 60 mL	52145
MESALAZINE ENEMA RECTAL 1 g/100mL	52146
FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 120 {Puff}	52149
LACTULOSE SYRUP ORAL 10 g/15mL 500 mL	52150
BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 80 ug/4.5 ug/1{dose} 60 {dose}	52151
TENOFOVIR DISOPROXIL FUMARATE TABLET ORAL 200 mg	52153
FACTOR IX INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1200 [iU]	52158
ANTICOAGULANT POWDER PARENTERAL 2.63 g/0.299 g/3.19 g/0.222 g/0.0275 g/100mL 63 mL	52161
DIETHYLTOLUAMIDE SPRAY TOPICAL 20 % 100 mL	52162
RIFAPENTINE TABLET ORAL 150 mg	52163
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 50 [iU]/1mL 100 mL	52164
ZIPRASIDONE CAPSULE ORAL 80 mg	52170
ROTAVIRUS VACCINE, PENTAVALENT, LIVE SOLUTION ORAL 1 {dose} 1 {dose}	52171
OCRELIZUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 30 mg/1mL 10 mL	52172
VENETOCLAX TABLET ORAL 100 mg	52186
BECLOMETHASONE DIPROPIONATE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 100 ug/6 ug/1{Puff} 120 {Puff}	52189
ANTICOAGULANT SOLUTION PARENTERAL 2.63 g/0.299 g/3.19 g/0.222 g/0.0275 g/100 mL 63 mL	52190
BECLOMETHASONE DIPROPIONATE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 200 ug/6 ug/1{Puff} 120 {Puff}	52192
IMMUNE GLOBULIN INJECTION INTRAVENOUS 50 mg/1mL 10 mL	52194
IPRATROPIUM BROMIDE SOLUTION RESPIRATORY 250 ug/1mL 20 mL	52199
INSULIN BIPHASIC LISPRO 25/75 INJECTION, SUSPENSION PARENTERAL 100 [iU]/1mL 3 mL	52206
INSULIN BIPHASIC LISPRO 50/50 INJECTION, SUSPENSION PARENTERAL 100 [iU]/1mL 3 mL	52207
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 500 [iU]/1mL 1 mL	52208
AMINO ACID 15% INJECTION, SOLUTION INTRAVENOUS 5.85 mg/11.4 mg/7.95 mg/5.7 mg/5.7 mg/5.4 mg/2.1 mg/7.2 mg/16.05 mg/5.25 mg/22.35 mg/19.2 mg/7.95 mg/16.2 mg/7.35 mg/3 mg/0.5 mg/0.5 mg/1mL 500 mL	52209
SOMATROPIN INJECTION, SOLUTION PARENTERAL 8 mg/1mL 1.5 mL	52210
SOMATROPIN INJECTION, SOLUTION PARENTERAL 8 mg/1mL 2.5 mL	52211
SOMATROPIN INJECTION, SOLUTION PARENTERAL 6 mg/1.03 mL	52212
TRIFLURIDINE / TIPIRACIL TABLET ORAL 20 mg/8.19 mg	52213
PNEUMOCOCCAL VACCINE 23-VALENT INJECTION PARENTERAL  0.5 mL	52215
TOFACITINIB (AS CITRATE) TABLET ORAL 10 mg	52216
LACTULOSE SYRUP ORAL 10 g/15mL 300 mL	52217
NELARABINE INJECTION PARENTERAL 5 mg/1mL 50 mL	52218
PEGINTERFERON BETA-1A INJECTION PARENTERAL 125 ug/0.5mL	52219
PEGINTERFERON BETA-1A INJECTION PARENTERAL 94 ug/0.5mL	52220
PEGINTERFERON BETA-1A INJECTION PARENTERAL 63 ug/0.5mL	52221
RINGER LACTATE INJECTION, SOLUTION INTRAVENOUS 130 meq/3 meq/4 meq/109 meq/28 meq/1L 250 mL	17070
RINGER LACTATE INJECTION, SOLUTION INTRAVENOUS 130 meq/3 meq/4 meq/109 meq/28 meq/1L 500 mL	1107
SACUBITRIL / VALSARTAN TABLET ORAL 97 mg/103 mg	52234
RIVAROXABAN TABLET ORAL 2.5 mg	52235
EPOETIN INJECTION PARENTERAL 2000 [iU]/0.3mL	52246
EPOETIN INJECTION PARENTERAL 20000 [iU]/0.6mL	52247
DEXTROSE INJECTION, SOLUTION INTRAVENOUS 10 % 250 mL	10083
MACITENTAN TABLET ORAL 10 mg	52255
MAGNESIUM SULFATE INJECTION PARENTERAL 50 % 10 mL	3823
EPOETIN INJECTION PARENTERAL 40000 [iU]/0.6mL	52256
LABETALOL HYDROCHLORIDE INJECTION PARENTERAL 5 mg/1mL 10 mL	52258
FENTANYL (AS CITRATE) INJECTION PARENTERAL 50 ug/1mL 5 mL	52261
EPOETIN INJECTION PARENTERAL 4000 [iU]/0.3mL	52263
EPOETIN INJECTION PARENTERAL 10000 [iU]/0.6mL	52264
TERBINAFINE SOLUTION TOPICAL 1 % 30 mL	52267
FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION PARENTERAL 5 mg	52268
FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 8 mg	52269
AMINO ACID 10% (2) INJECTION, SOLUTION INTRAVENOUS 5 mg/8.9 mg/5.74 mg/3.12 mg/4.4 mg/4.7 mg/4.2 mg/1.6 mg/6.2 mg/11.5 mg/3 mg/10.5 mg/12 mg/5.6 mg/7.2 mg/5.5 mg/2.3 mg/0.4 mg/1mL 1000 mL	52272
IBUPROFEN INJECTION INTRAVENOUS 5 mg/1mL 2 mL	52278
DOXORUBICIN HYDROCHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 10 mg	52279
DOXORUBICIN HYDROCHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg	52280
POLIOMYELITIS VACCINE INJECTION PARENTERAL 5 {dose}	52281
METHOTREXATE SODIUM TABLET ORAL 5 mg	52284
IODIXANOL INJECTION PARENTERAL 320 mg/1mL 100 mL	52285
PROSTAGLANDIN E1 (ALPROSTADIL) INJECTION, SOLUTION, CONCENTRATE PARENTERAL 20 ug/1mL	52286
EPOETIN INJECTION PARENTERAL 20000 [iU]/1mL 0.5 mL	52289
EPOETIN INJECTION PARENTERAL 20000 [iU]/1mL 1 mL	52290
TACROLIMUS CAPSULE, EXTENDED RELEASE ORAL 0.5 mg	52291
EPOETIN INJECTION PARENTERAL 40000 [iU]/1mL	52292
MENINGOCOCCAL VACCINE INJECTION PARENTERAL  1 {dose}	52293
ETANERCEPT INJECTION, SOLUTION SUBCUTANEOUS 25 mg/0.5mL	52294
BECLOMETHASONE DIPROPIONATE SPRAY NASAL 50 ug/1 {dose} 150 {Puff}	52295
SUGAMMADEX (AS SODIUM) INJECTION, SOLUTION PARENTERAL 100 mg/1mL 5 mL	52300
LEVODOPA / CARBIDOPA TABLET ORAL 100 mg/25 mg	52301
MESALAZINE TABLET, EXTENDED RELEASE ORAL 1 g	52302
MENINGOCOCCAL VACCINE INJECTION PARENTERAL  10 {dose}	52305
BUDESONIDE SUSPENSION RESPIRATORY 0.5 mg/1mL 2 mL	52306
MEGESTROL ACETATE SUSPENSION ORAL 40 mg/1mL 20 mL	52307
BUDESONIDE POWDER, METERED RESPIRATORY 200 ug/1{dose} 100 {dose}	52308
COAGULATION FACTOR X, HUMAN PLASMA INJECTION PARENTERAL	52311
PNEUMOCOCCAL VACCINE 10-VALENT INJECTION PARENTERAL  0.5 mL	52315
PNEUMOCOCCAL VACCINE 10-VALENT INJECTION PARENTERAL  2 mL	52316
TRIENTINE HYDROCHLORIDE CAPSULE ORAL 250 mg	52319
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 10 mg	52320
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 20 mg	52321
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 30 mg	52322
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 40 mg	52323
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 50 mg	52324
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 60 mg	52325
LISDEXAMFETAMINE MESILATE CAPSULE ORAL 70 mg	52326
TACROLIMUS CAPSULE, EXTENDED RELEASE ORAL 1 mg	52332
TACROLIMUS CAPSULE, EXTENDED RELEASE ORAL 5 mg	52333
GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 10 mg/1mL 100 mL	52335
GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 2 mL	52336
GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 10 mg/1mL 20 mL	52337
GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 10 mL	52338
AMINO ACID 10% (2) INJECTION, SOLUTION INTRAVENOUS 5 mg/8.9 mg/5.74 mg/3.12 mg/4.4 mg/4.7 mg/4.2 mg/1.6 mg/6.2 mg/11.5 mg/3 mg/10.5 mg/12 mg/5.6 mg/7.2 mg/5.5 mg/2.3 mg/0.4 mg/1mL 500 mL	52340
FLUDARABINE PHOSPHATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 2 mL	52342
FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 100 {Puff}	52343
FLUTICASONE PROPIONATE INHALANT RESPIRATORY 50 ug/1{dose} 60 {Puff}	52344
ANTI-D IMMUNOGLOBULIN INJECTION, SOLUTION INTRAMUSCULAR 300 ug/2mL	52345
SOMATROPIN INJECTION, SOLUTION PARENTERAL 4 [iU]/0.5mL	52346
CISPLATIN INJECTION, POWDER, FOR SOLUTION INTRAVENOUS 10 mg	52347
CISPLATIN INJECTION, POWDER, FOR SOLUTION INTRAVENOUS 50 mg	52348
DOCETAXEL INJECTION, SOLUTION INTRAVENOUS 20 mg/1mL 1 mL	52349
DIAZOXIDE TABLET ORAL 50 mg	52351
METHOTREXATE SODIUM INJECTION PARENTERAL 20 mg/1mL 0.375 mL	52353
METHOTREXATE SODIUM INJECTION PARENTERAL 20 mg/1mL 0.5 mL	52354
METHOTREXATE SODIUM INJECTION PARENTERAL 20 mg/1mL 0.75 mL	52355
METHOTREXATE SODIUM INJECTION PARENTERAL 20 mg/1mL 1 mL	52356
METHOTREXATE SODIUM INJECTION PARENTERAL 20 mg/1mL 1.25 mL	52357
TIOTROPIUM (AS BROMIDE) SOLUTION RESPIRATORY 2.5 ug/1{Puff} 30 {dose}	52358
ACETYLCYSTEINE INJECTION PARENTERAL 100 mg/1mL 3 mL	52361
NIVOLUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 10 mg/1mL 4 mL	52363
ADENOSINE INJECTION PARENTERAL 3 mg/1mL 1 mL	52364
ADENOSINE INJECTION PARENTERAL 3 mg/1mL 4 mL	52365
EDARAVONE INJECTION, SOLUTION PARENTERAL 30 mg/20mL	52366
EDARAVONE INJECTION, SOLUTION PARENTERAL 30 mg/100mL	52367
POTASSIUM CHLORIDE CONCENTRATED INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 2 meq/1mL 10 mL	52379
TRANEXAMIC ACID INJECTION PARENTERAL 50 mg/1mL 5 mL	52380
TRACE METAL COMBINATION (2-2) INJECTION PARENTERAL 0.6958 mg/0.6815 mg/0.1979 mg/0.2046 mg/0.0053 mg/0.00789 mg/0.00242 mg/0.0166 mg/0.126 mg/1mL 10 mL	52384
LIDOCAINE HYDROCHLORIDE INJECTION, SOLUTION PARENTERAL 20 % 5 mL	52388
CYTARABINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg	52393
CYTARABINE INJECTION, SOLUTION PARENTERAL 100 mg/1mL 10 mL	52394
METHOTREXATE SODIUM INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g	52398
CYTARABINE INJECTION, SOLUTION PARENTERAL 20 mg/1mL 50 mL	52404
MEASLES / RUBELLA VACCINE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 5 {dose} 2.5 mL	52407
RIFAMPICIN SYRUP ORAL 20 mg/1mL 60 mL	52408
DIPHTHERIA ANTITOXIN (EQUINE) INJECTION PARENTERAL 1000 [iU]/1mL 10 mL	52411
TRASTUZUMAB INJECTION, SOLUTION PARENTERAL 600 mg/5mL	52414
LOPINAVIR / RITONAVIR SOLUTION ORAL 80 mg/20 mg/1mL 60 mL	52418
DOLUTEGRAVIR TABLET ORAL 10 mg	52420
DOLUTEGRAVIR TABLET ORAL 25 mg	52421
OLAPARIB CAPSULE ORAL 50 mg	52428
UMECLIDINIUM (AS BROMIDE) / VILANTEROL (AS TRIFENATATE) POWDER, METERED RESPIRATORY 62.5 ug/25 ug/1{Puff} 30 {dose}	52429
METHOTREXATE SODIUM INJECTION PARENTERAL 25 mg/1mL 1 mL	52431
METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 1 mL	52432
BUDESONIDE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 160 ug/4.5 ug/1{dose} 120 {Puff}	52440
BUDESONIDE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 80 ug/4.5 ug/1{dose} 120 {Puff}	52441
EPINEPHRINE INJECTION PARENTERAL 0.1 mg/1mL 2 mL	52443
EPINEPHRINE INJECTION PARENTERAL 1 mg/1mL 0.3 mL	52444
CLINDAMYCIN (AS PALMITATE HYDROCHLORIDE) POWDER, FOR SOLUTION ORAL 75 mg/5mL 80 mL	52451
OLOPATADINE HYDROCHLORIDE SPRAY NASAL 0.6 % 15 mL	52459
DIPHTHERIA TOXOID / TETANUS TOXOID / PERTUSSIS / HAEMOPHILUS INFLUENZAE TYPE B / HEPATITIS B VACCINE INJECTION, SUSPENSION PARENTERAL 5 {dose}	52461
SUCCINYLCHOLINE CHLORIDE INJECTION PARENTERAL 100 mg/1mL	52468
BLEOMYCIN INJECTION PARENTERAL 15 [iU]	52471
ETHOSUXIMIDE CAPSULE, LIQUID FILLED ORAL 250 mg	52476
LEVODOPA / CARBIDOPA TABLET, EXTENDED RELEASE ORAL 200 mg/50 mg	52479
DIAZOXIDE CAPSULE ORAL 25 mg	52481
BUPRENORPHINE (AS HYDROCHLORIDE) CAPSULE SUBLINGUAL 0.4 mg	52490
ALTEPLASE INJECTION, POWDER, FOR SOLUTION PARENTERAL 20 mg	52495
PERITONEAL DIALYSIS II BICARBOATE BASED SOLUTION INTRAPERITONEAL 132 mmol/1.25 mmol/0.25 mmol/95 mmol/15 mmol/25 mmol/126 mmol/1000 mL 5 L	52499
PAMIDRONATE DISODIUM INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 30 mg	52503
PEGASPARGASE INJECTION, SOLUTION PARENTERAL 750 [iU]/1mL 5 mL	52504
DAUNORUBICIN (AS HYDROCHLORIDE) INJECTION, SOLUTION PARENTERAL 2 mg/1mL 10 mL	52506
DASABUVIR TABLET ORAL 250 mg	52507
IBANDRONIC ACID INJECTION, SOLUTION PARENTERAL 3 mg/1mL 3 mL	52509
CIDOFOVIR INJECTION PARENTERAL 75 mg/1mL 5 mL	52519
ZIPRASIDONE CAPSULE ORAL 40 mg	52520
AGALSIDASE BETA INJECTION, POWDER, FOR SOLUTION PARENTERAL 35 mg	52523
HEPARIN SODIUM INJECTION PARENTERAL 1000 [iU]/1mL 1 mL	52530
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/100 ug/1{dose}	52531
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/250 ug/1{dose}	52533
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/500 ug/1{dose}	52535
ARTESUNATE SUPPOSITORY RECTAL 100 mg	52538
DASATINIB TABLET ORAL 100 mg	52539
DASATINIB TABLET ORAL 80 mg	52540
DASATINIB TABLET ORAL 140 mg	52541
DASATINIB TABLET ORAL 20 mg	52542
CEFTAZIDIME / AVIBACTAM (AS SODIUM) INJECTION, POWDER PARENTERAL 2 g/0.5 g	52547
ETHOSUXIMIDE SYRUP ORAL 250 mg/5mL 200 mL	52620
EPOETIN INJECTION PARENTERAL 4000 [iU]/1mL 0.5 mL	52623
FILGRASTIM INJECTION PARENTERAL 600 ug/1mL 0.25 mL	52624
EPOETIN INJECTION, SOLUTION PARENTERAL 4000 [iU]/0.5mL	52626
DARATUMUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 20 mg/1mL 5 mL	52627
DARATUMUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 20 mg/1mL 20 mL	52628
ZOSTER VACCINE, LIVE ATTENUATED INJECTION, POWDER, FOR SUSPENSION PARENTERAL 19400 [PFU]/0.65mL	52630
VINBLASTINE SULFATE INJECTION, SOLUTION PARENTERAL 1 mg/1mL 10 mL	52631
ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE TABLET ORAL 325 mg/5 mg	52632
ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE TABLET ORAL 325 mg/10 mg	52633
PONATINIB (AS HYDROCHLORIDE) TABLET ORAL 45 mg	52639
ROTAVIRUS VACCINE, MONOVALENT, LIVE ATTENUATED POWDER, FOR SUSPENSION ORAL  1.5 mL	52640
AMPHOTERICIN-B (AS COMPLEX WITH SODIUM CHOLESTERYL SULFATE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 50 mg	52653
CHLOROQUINE PHOSPHATE TABLET ORAL 250 mg	52654
FORMOTEROL FUMARATE POWDER RESPIRATORY 12 ug/1{dose} 120 {Puff}	52412
RIBAVIRIN TABLET ORAL 600 mg	52656
IGM-ENRICHED HUMAN (IMMUNE GLOBULIN) INJECTION PARENTERAL 50 mg/1mL 10 mL	52660
FAVIPIRAVIR TABLET ORAL 200 mg	52661
IPRATROPIUM BROMIDE SPRAY, METERED NASAL 21 ug/1{Puff} 25 mL	52663
TRIAMCINOLONE ACETONIDE INJECTION, SUSPENSION, EXTENDED RELEASE INTRA-ARTICULAR 32 mg	52666
MESALAZINE TABLET, EXTENDED RELEASE ORAL 1200 mg	52672
ENTECAVIR TABLET ORAL 0.5 mg	52677
REMDESIVIR INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg	52689
BENDAMUSTINE HYDROCHLORIDE INJECTION PARENTERAL 25 mg/1mL 4 mL	52690
INFLUENZA VACCINE, INACTIVATED, TETRAVALENT INJECTION PARENTERAL 1 {dose}	52695
DIHYDROTACHYSTEROL SOLUTION ORAL 0.25 mg/1mL 30 mL	52697
ULIPRISTAL ACETATE TABLET ORAL 30 mg	52699
IBRUTINIB TABLET ORAL 140 mg	52700
TOCILIZUMAB INJECTION, SOLUTION PARENTERAL 162 mg/0.9mL	52706
REMDESIVIR INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mL	52707
PNEUMOCOCCAL VACCINE 10-VALENT INJECTION PARENTERAL  2.5 mL	52708
NERATINIB (AS MALEATE) TABLET ORAL 40 mg	52709
HYDROXOCOBALAMIN INJECTION, SOLUTION PARENTERAL 1500 ug/1mL 1 mL	52710
BLINATUMOMAB INJECTION, POWDER, FOR SOLUTION PARENTERAL 38.5 ug	52711
METHOTREXATE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 5 mL	52713
METHOTREXATE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 10 mL	52714
METHOTREXATE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 50 mL	52715
RIOCIGUAT TABLET ORAL 1 mg	52716
EPINEPHRINE INJECTION, SOLUTION PARENTERAL 0.3 mg/0.3mL 2 mL	52718
IODIXANOL INJECTION PARENTERAL 270 mg/1mL 100 mL	52719
PRALATREXATE INJECTION, SOLUTION PARENTERAL 20 mg/1mL 1 mL	52720
PALBOCICLIB CAPSULE ORAL 100 mg	52722
PALBOCICLIB CAPSULE ORAL 75 mg	52723
OLAPARIB TABLET ORAL 150 mg	52728
ALECTINIB (AS HYDROCHLORIDE) CAPSULE ORAL 150 mg	52735
PAROMOMYCIN OINTMENT TOPICAL 15 % 30 g	52737
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.25 mL	52738
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.35 mL	52739
METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.45 mL	52740
PROSTAGLANDIN E2 INSERT, EXTENDED RELEASE VAGINAL 10 mg	52741
POSACONAZOLE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 300 mg/16.7mL	52742
RUBELLA, LIVE ATTENUATED VACCINE INJECTION, POWDER, FOR SUSPENSION PARENTERAL  5 mL	52751
ANTISNAKE VENOM SERUM, HEXAVALENT INJECTION PARENTERAL  10 mL	52752
DIPHTHERIA TOXOID / TETANUS TOXOID ADSORBED VACCINE (DT) (CHILDREN) INJECTION PARENTERAL 1 {dose} 0.5 mL	52753
ROMIPLOSTIM INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 ug	52759
IBRUTINIB CAPSULE ORAL 70 mg	52760
GELATIN MODIFIED (2) INJECTION PARENTERAL 4 % 500 mL	52765
VITAMIN K1 (PHYTOMENADIONE) INJECTION PARENTERAL 10 mg/1mL 0.2 mL	52768
PIRACETAM LIQUID ORAL 33.33 % 200 mL	52769
PIRACETAM LIQUID ORAL 33.33 % 300 mL	52770
ROTAVIRUS VACCINE, MONOVALENT, LIVE ATTENUATED POWDER, FOR SUSPENSION ORAL  2.5 mL	52771
TRANEXAMIC ACID INJECTION PARENTERAL 100 mg/1mL 2.5 mL	52772
COVID-19 VACCINE (1) (adenovirus viral vector) INJECTION PARENTERAL  5 {dose}	52773
COVID-19 VACCINE (2) (adenovirus viral vector) INJECTION PARENTERAL  5 {dose}	52774
BOTULISM ANTITOXIN MONOVALENT TYPE B (EQUINE) INJECTION PARENTERAL 500 [iU]/1mL 10 mL	52775
BOTULISM ANTITOXIN MONOVALENT TYPE E (EQUINE) INJECTION PARENTERAL 1000 [iU]/1mL 10 mL	52776
COVID-19 VACCINE (1) (adenovirus viral vector) INJECTION PARENTERAL  1 {dose}	52778
COVID-19 VACCINE (2) (adenovirus viral vector) INJECTION PARENTERAL  1 {dose}	52779
HEPARIN SODIUM INJECTION PARENTERAL 1000 [iU]/1mL 2 mL	52780
BIMATOPROST SOLUTION, DROPS OPHTHALMIC 0.01 % 0.5 mL	52781
BIMATOPROST SOLUTION, DROPS OPHTHALMIC 0.03 % 0.5 mL	52782
VINCRISTINE SULFATE INJECTION PARENTERAL 1 mg/1mL 2 mL	52783
NIRAPARIB CAPSULE ORAL 100 mg	52784
METHADONE HYDROCHLORIDE SOLUTION ORAL 25 mg/5 mL 1000 mL	52788
CYTARABINE INJECTION, SOLUTION PARENTERAL 100 mg/1mL 1 mL	52791
TETRACAINE HYDROCHLORIDE SOLUTION, DROPS OPHTHALMIC 0.5 % 5 mL	52794
COVID-19 VACCINE, CONJUGATE INJECTION PARENTERAL  1 {dose}	52796
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  1 {dose}	52800
CIPROFLOXACIN (AS LACTATE) INJECTION, SOLUTION INTRAVENOUS 2 mg/1mL 200 mL	52801
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  10 {dose}	52803
COVID-19 VACCINE, CONJUGATE INJECTION PARENTERAL  10 {dose}	52804
OSELTAMIVIR (AS PHOSPHATE) POWDER, FOR SOLUTION ORAL 30 mg/5mL 60 mL	52806
COVID-19 VACCINE, RECOMBINANT (Non-replicating adenovirus vector) INJECTION, SOLUTION INTRAMUSCULAR  10 {dose}	52814
FLUTICASONE PROPIONATE POWDER, METERED RESPIRATORY 250 ug/1{dose} 60 {dose}	52821
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  2 {dose}	52823
METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 2 mL	52824
HALOPERIDOL (AS DECANOATE) INJECTION PARENTERAL 50 mg/1mL 3 mL	52825
DINUTUXIMAB INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 4.5 mg/1mL 4.5 mL	52828
METHADONE HYDROCHLORIDE SOLUTION ORAL 25 mg/5 mL 15 mL	52833
METHADONE HYDROCHLORIDE SOLUTION ORAL 25 mg/5 mL 30 mL	52834
ATEZOLIZUMAB INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 60 mg/1mL 20 mL	52835
ATEZOLIZUMAB INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 60 mg/1mL 14 mL	52836
MITOMYCIN INJECTION, POWDER, FOR SOLUTION INTRACAVITARY 20 mg	52838
TRAMADOL HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 200 mg	52843
BARICITINIB TABLET ORAL 2 mg	52844
BARICITINIB TABLET ORAL 4 mg	52845
